MARID,LATITUDE,LONGITUDE,MAR_SCORE,TOTAL_BICYCLES,TOTAL_PEDESTRIANS
156485,38.849825,-76.981998,100,0,0
278444,38.836788,-76.992878,85,0,0
235628,38.920449,-77.039931,100,0,0
242333,38.902409,-77.034934,100,0,0
302386,38.908572,-77.045322,200,0,0
45293,38.852283,-76.968798,88,0,0
294866,38.862191,-76.995196,200,0,0
294469,38.892484,-76.942611,100,0,0
904306,38.878216,-76.994974,100,0,0
231622,38.925747,-77.030019,85,0,0
300918,38.901017,-77.040002,88,0,0
813044,38.875559,-77.005864,100,0,0
234944,38.913349,-77.049812,100,0,0
222948,38.947092,-77.07763,85.73000336,0,0
904908,38.925585,-76.998445,87.5,0,0
33630,38.840304,-77.005691,85,0,0
218073,38.907511,-77.042671,200,0,0
814666,38.897839,-77.039473,100,0,0
279504,38.916511,-77.021894,100,0,0
241489,38.915987,-77.039494,100,0,0
807653,38.867583,-76.983882,100,0,0
805848,38.969457,-77.007268,100,0,0
242979,38.922825,-77.027036,88,0,0
279831,38.896694,-77.027034,85.33000183,0,0
310196,38.932366,-76.994705,85,0,0
812812,38.903482,-76.922943,100,0,0
269706,38.942651,-77.102867,200,0,0
238647,38.905483,-77.019901,100,0,0
904128,38.912606,-77.023968,100,0,1
56157,38.934287,-76.979234,100,0,0
285676,38.898574,-77.032216,200,0,0
280007,38.88326,-76.994637,200,0,0
284300,38.919991,-77.021923,200,0,0
235380,38.921488,-77.043834,200,0,0
296206,38.87649,-76.990269,200,0,0
302718,38.928744,-77.033643,85,0,0
72006,38.902339,-76.989221,200,0,0
7664,38.898737,-76.918922,100,0,0
305382,38.917001,-77.027266,200,0,0
19646,38.947199,-77.008336,200,0,0
82423,38.843997,-76.992427,200,0,0
53304,38.887445,-77.000379,200,0,0
271961,38.905473,-77.065195,100,0,0
300660,38.906742,-76.979087,200,0,0
300492,38.941029,-77.025527,200,0,0
288754,38.920766,-76.998572,200,0,0
294277,38.902529,-77.050112,200,0,0
901086,38.923513,-77.041412,100,0,0
311027,38.894349,-77.04516,200,0,0
301234,38.900624,-77.056266,200,0,0
903866,38.952535,-77.036415,100,0,0
30889,38.891129,-76.951796,100,0,0
911012,38.900699,-77.050128,100,0,0
302070,38.904933,-77.015846,200,0,0
302438,38.898697,-77.019042,200,0,0
288664,38.95604,-77.000534,200,0,0
246197,38.95784,-77.014588,100,0,0
290535,38.911456,-76.935298,200,0,0
146255,38.921412,-76.97885,200,0,0
289440,38.87648,-77.001309,200,0,0
149686,38.887753,-76.936323,85,0,0
310208,38.91425,-77.032208,200,0,0
277550,38.935689,-77.059066,100,0,0
278189,38.862294,-77.000677,200,0,0
242286,38.912059,-77.035207,200,0,0
310472,38.917644,-77.058156,86.13999939,0,0
286178,38.900195,-76.984617,200,0,0
74122,38.899995,-76.991027,200,0,0
802444,38.915569,-77.013498,100,0,0
230593,38.934568,-77.028852,200,0,0
41363,38.853283,-76.983266,200,0,0
277315,38.905217,-77.06797,200,0,0
913226,38.853092,-76.983179,100,0,0
901789,38.956216,-77.028029,100,0,0
901289,38.919755,-77.000569,100,0,0
314720,38.881517,-77.027293,200,0,0
901582,38.856818,-76.955649,100,0,0
285908,38.905533,-76.98041,100,0,0
294873,38.887247,-77.028454,200,0,0
302225,38.911128,-77.043641,100,0,0
279665,38.904964,-77.061749,200,0,0
300327,38.911297,-77.032288,200,0,0
219247,38.933501,-77.055852,200,0,0
294856,38.898616,-76.946574,100,0,0
280150,38.88364,-76.994537,200,0,0
807500,38.930448,-77.072878,100,0,0
55810,38.866593,-76.978456,200,0,0
310376,38.907299,-77.036302,200,0,0
76072,38.888655,-76.980764,200,0,0
145659,38.882148,-77.011903,200,0,0
241847,38.917868,-77.037971,200,0,0
241759,38.908036,-77.03882,200,0,0
279246,38.911669,-77.041429,200,1,0
305761,38.854041,-76.965682,88,0,0
245717,38.958732,-77.013389,200,0,0
287607,38.935164,-76.963449,200,0,0
234375,38.92957,-77.036353,200,0,0
294518,38.924787,-76.986768,200,0,0
901697,38.90933,-77.058186,100,0,0
283964,38.927442,-77.030032,200,0,0
52723,38.887389,-76.993519,200,0,0
246017,38.954329,-77.011804,200,0,0
279012,38.906457,-77.06285,200,0,0
7491,38.957493,-76.991923,200,0,0
291704,38.887539,-77.031543,200,0,0
35461,38.883069,-76.957897,200,0,0
74186,38.904066,-77.000365,200,0,0
900795,38.936802,-77.03645,100,0,0
240925,38.902406,-77.028399,200,0,0
43001,38.845139,-76.997449,200,0,0
904857,38.908897,-77.004593,100,0,0
66430,38.92454,-76.986322,200,0,0
225410,38.908809,-77.03191,200,0,0
277894,38.87647,-77.009098,200,0,0
300822,38.908834,-77.003353,200,0,0
309258,38.891857,-77.023988,200,0,0
76018,38.872204,-77.009324,200,0,0
53665,38.870668,-76.976167,200,0,0
20797,38.917996,-77.007015,200,0,0
278300,38.845477,-76.997174,200,0,0
279923,38.899911,-77.033638,200,0,0
309452,38.880744,-77.030435,200,0,0
240962,38.896995,-77.045799,200,0,0
309652,38.876673,-76.996055,200,0,0
903707,38.894009,-76.910822,100,0,0
285738,38.902454,-77.009044,200,0,0
24635,38.828583,-76.995425,200,0,0
311944,38.91592,-76.98341,200,0,0
309448,38.862777,-77.000395,200,0,0
312473,38.892101,-77.013978,200,0,0
288484,38.896026,-76.957533,200,0,0
310102,38.916987,-77.009464,200,0,1
306025,38.834562,-77.006097,200,0,0
307997,38.887629,-77.005768,200,0,0
261968,38.968804,-77.066954,100,0,0
235740,38.922762,-77.040205,200,0,0
53216,38.889948,-76.928006,200,0,0
53291,38.892154,-76.99179,200,0,0
288071,38.931768,-77.000478,200,0,0
309918,38.920901,-76.954898,200,0,0
68759,38.928717,-76.988134,85,0,0
74603,38.938091,-76.992726,200,0,1
53190,38.897199,-76.975476,200,0,0
903880,38.931001,-76.972157,87.5,0,0
218687,38.905561,-77.020282,200,0,0
243485,38.963342,-77.027056,200,0,0
290013,38.911849,-76.988964,100,0,0
263840,38.96482,-77.077146,200,0,0
51929,38.864179,-76.982275,200,0,0
145299,38.86491,-76.953301,200,0,0
908135,38.841622,-76.98257,100,0,0
23109,38.873152,-76.936218,200,0,0
236630,38.92351,-77.046775,200,0,0
302030,38.917216,-77.04165,100,0,0
303117,38.869029,-77.006108,100,0,0
16185,38.898422,-76.930703,200,0,0
266658,38.936168,-77.095974,200,0,0
904935,38.90845,-77.005886,100,0,0
297684,38.900677,-77.028052,200,0,0
36264,38.857342,-76.958853,200,0,0
306085,38.934322,-77.024243,200,0,0
48294,38.921642,-76.969028,200,0,0
311620,38.872017,-76.989653,200,0,0
310442,38.921228,-77.017638,200,0,0
238079,38.916813,-77.039011,200,0,0
285285,38.961826,-77.027982,200,0,0
302373,38.930562,-77.037276,200,0,0
259629,38.942279,-77.031143,200,0,0
240647,38.902513,-77.029934,200,0,0
2937,38.882567,-77.021428,200,0,0
901560,38.96863,-77.027378,100,0,1
904412,38.889772,-76.937543,87.5,0,0
234046,38.934404,-77.038439,100,0,0
901026,38.900204,-77.013678,100,0,0
257724,38.96402,-77.03343,200,0,0
223258,38.929574,-77.073044,200,0,0
305119,38.893598,-77.019924,200,0,0
287607,38.935142,-76.963458,200,0,0
288997,38.878246,-76.993635,200,0,0
286060,38.836019,-76.984751,200,0,0
902310,38.900202,-77.043462,100,0,0
291704,38.887475,-77.031989,200,0,0
237123,38.906599,-77.010012,200,0,1
301655,38.900387,-76.958737,85.87000275,0,0
279802,38.895849,-77.039457,85,0,0
278936,38.907088,-77.021762,200,0,0
64163,38.873402,-76.979214,200,0,0
233101,38.930132,-77.04074,100,0,0
25566,38.892913,-76.942598,200,0,0
308359,38.901748,-76.982322,200,0,0
52551,38.940241,-76.975153,200,0,0
77342,38.899081,-76.922299,100,0,0
285,38.90056,-76.99584,100,0,0
905761,38.905263,-77.050109,100,0,0
76258,38.930264,-76.992071,200,0,0
288050,38.89499,-76.949265,200,0,0
219892,38.931493,-77.056273,200,0,0
285504,38.904835,-77.029623,200,0,0
279016,38.905732,-77.013413,200,0,0
228314,38.929652,-77.015648,200,0,0
904521,38.870348,-76.960515,100,0,0
60554,38.917425,-76.979972,200,0,0
232188,38.934757,-77.025467,100,0,0
76072,38.888672,-76.980521,100,0,0
240808,38.917265,-77.02883,100,0,0
905758,38.893578,-76.996168,100,0,0
279843,38.894794,-77.019905,200,0,1
302703,38.882776,-77.029023,88,0,0
26229,38.899058,-76.945543,100,0,0
240810,38.917398,-77.029134,100,0,0
269676,38.935741,-77.106481,200,0,0
294429,38.888185,-77.017418,200,0,0
905166,38.869292,-76.960383,100,0,0
226081,38.903086,-77.050145,200,0,0
234886,38.911333,-77.049144,200,0,0
24381,38.904786,-76.940539,200,0,0
301046,38.928651,-77.036929,200,0,0
47644,38.922761,-76.962076,200,0,0
289324,38.905091,-77.058105,100,0,0
901320,38.913659,-77.069285,100,0,0
901509,38.873818,-76.933854,100,0,0
238919,38.904167,-77.019593,100,0,0
298726,38.887484,-76.950192,200,0,0
291793,38.849513,-76.995682,200,0,0
251716,38.952743,-77.027019,100,0,0
265176,38.949597,-77.078879,200,0,1
902080,38.881267,-76.991533,100,0,0
279396,38.895999,-77.041638,200,0,0
278957,38.906398,-77.051061,200,0,0
274801,38.903976,-77.055098,200,0,0
245402,38.969099,-77.009975,100,0,0
302331,38.898056,-77.033329,200,0,0
70970,38.906461,-77.006045,200,0,0
242215,38.914849,-77.034688,200,0,0
150167,38.889891,-76.977123,200,0,0
155991,38.954923,-77.006638,200,0,0
54364,38.915904,-77.007258,200,0,0
303377,38.916999,-77.029617,200,1,0
238647,38.905483,-77.020107,200,0,0
901784,38.842943,-77.000581,100,0,0
900450,38.946129,-77.036428,100,0,0
242502,38.902112,-77.045276,200,0,0
901339,38.905065,-77.06783,100,0,0
30641,38.836109,-77.002594,100,0,0
286020,38.867251,-76.986861,200,0,0
279761,38.895502,-77.02001,200,0,0
22624,38.872733,-76.935202,200,0,0
302521,38.893529,-77.041743,200,0,0
902008,38.905362,-77.014776,100,0,0
152063,38.824903,-77.006238,200,0,0
235016,38.916751,-77.049489,200,0,0
900487,38.924567,-76.985595,100,0,0
56479,38.945292,-76.978768,200,0,0
15650,38.882753,-77.018656,200,0,0
235874,38.92705,-77.035525,200,0,0
906328,38.956704,-77.014945,100,0,0
901592,38.898867,-76.976259,100,0,0
902787,38.872781,-76.968969,100,0,0
309377,38.91939,-77.000568,200,0,0
905989,38.915573,-77.036508,100,0,0
301204,38.912233,-76.983785,100,0,0
285148,38.927702,-77.021636,100,0,0
81966,38.901677,-76.995209,100,0,0
902799,38.924183,-77.022523,100,0,0
23948,38.870656,-76.938627,100,0,0
278152,38.862681,-76.992401,100,0,0
266055,38.953475,-77.082732,100,0,0
239130,38.899571,-77.028083,200,0,0
314008,38.905641,-77.005885,200,0,0
284554,38.928168,-77.032212,200,0,0
232028,38.922642,-77.027759,200,0,0
231906,38.924536,-77.028022,200,0,0
257967,38.966824,-77.034095,200,0,0
226225,38.909792,-77.009311,200,0,0
235817,38.920955,-77.036902,100,0,0
243949,38.946712,-77.01691,200,0,0
904874,38.910142,-77.044887,100,0,0
22662,38.946472,-77.00756,200,0,0
5796,38.882309,-77.020772,200,0,0
223060,38.940964,-77.059902,86.08000183,0,0
42646,38.831424,-77.006094,200,0,0
273707,38.904847,-77.066139,200,0,0
279741,38.902539,-77.016614,200,0,0
4371,38.843058,-76.9976,200,0,0
300070,38.957833,-77.027856,200,0,0
20611,38.899952,-76.9377,100,0,0
253299,38.967552,-77.027493,200,0,0
302001,38.897235,-77.031945,200,0,0
309123,38.907846,-77.03284,200,0,0
900011,38.900391,-77.056092,100,0,0
294545,38.899091,-76.970231,100,0,0
7348,38.958639,-77.007745,200,0,0
285342,38.969699,-77.027259,200,0,0
54750,38.883676,-76.977261,200,0,0
47888,38.930906,-76.971839,200,0,0
291848,38.936555,-77.006954,100,0,0
910954,38.938911,-77.104038,100,0,0
252003,38.94982,-77.023963,100,0,0
27936,38.863712,-76.94677,200,0,0
308477,38.854223,-76.984965,200,0,0
288937,38.900757,-76.946888,200,0,0
289580,38.924856,-76.995747,200,0,1
900348,38.882793,-76.99153,100,0,0
902879,38.916262,-77.021893,100,0,0
9692,38.885997,-76.924153,200,0,0
296,38.877688,-76.995953,200,0,0
230965,38.932527,-77.027337,200,0,0
302197,38.897045,-77.032733,200,0,0
47724,38.931143,-76.971852,200,0,0
300932,38.902447,-77.043471,200,0,0
272026,38.906742,-77.061631,200,0,0
285517,38.901248,-77.038997,200,0,0
226225,38.909792,-77.009311,200,0,0
904077,38.916999,-77.029621,100,0,1
289819,38.854873,-76.96564,200,0,0
150378,38.859683,-76.985615,200,0,0
223103,38.934595,-77.071234,200,0,0
56133,38.899325,-76.97749,100,0,0
302723,38.915108,-77.044913,200,0,0
303122,38.877788,-77.039793,200,0,0
218336,38.910404,-77.008975,200,0,0
902718,38.929033,-76.976222,100,0,0
238376,38.902451,-77.012981,200,0,0
223016,38.947811,-77.077073,200,0,0
243467,38.961388,-77.033425,200,0,0
253737,38.98144,-77.026022,200,0,0
31223,38.890085,-76.952263,200,0,0
226091,38.906085,-77.012207,200,0,0
304250,38.889923,-76.991707,200,0,0
298101,38.954069,-77.008438,85.44999695,0,0
56130,38.920443,-76.978948,200,0,0
301586,38.898156,-77.028148,200,0,0
235332,38.922589,-77.043595,200,0,0
298229,38.828482,-76.992319,200,0,0
56455,38.885133,-76.978959,200,0,0
225627,38.909644,-77.035144,200,0,0
294836,38.910938,-77.044615,200,0,0
38455,38.843485,-77.001175,200,0,0
300636,38.880073,-77.000403,200,0,0
274853,38.961067,-77.073308,200,0,0
52645,38.864976,-76.960735,200,0,0
248172,38.944435,-77.018401,200,0,0
149701,38.891636,-77.006081,200,0,0
79837,38.921845,-76.994315,200,0,0
273953,38.903642,-77.052949,200,0,0
151625,38.844862,-76.996983,200,0,0
901037,38.925525,-76.99044,100,0,0
301508,38.923274,-77.073122,200,0,0
63038,38.879628,-76.983785,200,0,0
905660,38.905177,-77.062811,100,0,0
40024,38.851479,-76.965681,100,0,0
313968,38.9615,-77.043202,200,0,0
229933,38.9157,-77.017476,200,0,0
226049,38.917221,-77.049081,200,0,0
312307,38.915615,-76.985169,200,0,0
452,38.889632,-76.913695,200,0,0
226091,38.906137,-77.012155,200,0,0
310230,38.895271,-77.031404,200,0,0
278936,38.907201,-77.02158,200,0,0
227010,38.913485,-77.009059,200,0,0
10055,38.885908,-76.924713,100,0,0
276577,38.876367,-77.017535,200,1,0
74619,38.831227,-77.005283,200,0,0
285255,38.958248,-77.028209,200,0,0
806289,38.955191,-77.026245,100,0,0
37616,38.916254,-77.001042,200,0,0
285363,38.974454,-77.026805,200,0,0
303117,38.869027,-77.00611,200,0,0
900719,38.902523,-77.031955,100,0,0
264156,38.960229,-77.070523,200,0,0
294489,38.960103,-77.000072,200,0,0
27691,38.864437,-76.945811,200,0,0
901026,38.900204,-77.013678,100,0,0
295829,38.897399,-77.039617,200,0,0
232116,38.920671,-77.02522,200,0,0
42274,38.844582,-76.997199,88,0,0
286130,38.898999,-76.985399,200,0,0
304842,38.904107,-77.051528,200,0,0
237165,38.90021,-77.009727,85,0,0
66023,38.880723,-76.985997,200,0,0
286486,38.915081,-76.97334,100,0,0
240528,38.912841,-77.029779,200,0,0
50746,38.863532,-76.982253,200,0,0
262646,38.927472,-77.072748,200,0,0
271896,38.905177,-77.062811,200,0,0
243365,38.927761,-77.013752,100,0,0
257772,38.961286,-77.03149,200,0,0
13805,38.89605,-76.939187,200,0,0
237016,38.907415,-77.009394,200,0,0
278959,38.905931,-77.028837,100,0,0
309447,38.845094,-77.008153,200,0,0
243283,38.900693,-77.045773,100,0,0
239125,38.901596,-77.027269,200,0,0
286446,38.869321,-76.979187,200,0,0
298516,38.895853,-77.051501,200,0,0
314514,38.897248,-77.015303,200,0,0
279200,38.917001,-77.034828,100,0,0
149690,38.889666,-76.932099,200,0,0
286540,38.916819,-76.972618,200,1,0
146772,38.846185,-76.969645,200,0,0
46486,38.875935,-76.970202,200,0,0
249754,38.941735,-77.022797,200,0,0
271881,38.928483,-77.088639,100,0,0
298384,38.927412,-77.031983,200,0,0
276816,38.878979,-77.034875,200,0,0
301059,38.900198,-77.03844,100,0,0
311089,38.858244,-76.992782,200,1,0
71529,38.863385,-76.989739,100,0,0
303621,38.90151,-77.035072,200,0,0
279787,38.913185,-77.018833,200,0,1
218413,38.902524,-77.03851,200,0,0
301292,38.882687,-77.026439,200,0,0
813245,38.96194,-77.032713,100,0,0
284865,38.942911,-77.025808,200,0,0
303207,38.876431,-77.041193,200,0,0
310376,38.907446,-77.036826,200,0,0
901509,38.873818,-76.933854,100,0,0
42326,38.923612,-76.966047,200,0,0
243509,38.967101,-77.011818,200,0,0
62300,38.894561,-76.983359,200,0,0
225359,38.907744,-77.031724,88,0,0
226379,38.90621,-77.012476,200,0,0
278199,38.858401,-76.996478,200,0,0
302327,38.965648,-77.027449,200,0,0
302653,38.898322,-77.016181,200,0,0
300166,38.911916,-77.038418,200,0,0
306601,38.814052,-77.014874,200,0,0
234945,38.913348,-77.049744,200,0,0
294182,38.907174,-77.036178,200,0,0
904935,38.90845,-77.005886,100,0,0
271223,38.912511,-77.081953,88,0,0
40704,38.876992,-76.963376,200,0,0
151034,38.890032,-76.917787,200,0,0
303028,38.916289,-77.031952,200,0,0
49646,38.941476,-76.971516,200,0,0
237120,38.906865,-77.010443,100,0,0
267589,38.951033,-77.090529,200,0,0
906489,38.874641,-77.009088,87.5,0,0
64921,38.888672,-76.98505,88,0,0
278456,38.834964,-76.991307,200,0,0
155985,38.882747,-76.927164,200,0,0
276665,38.883982,-77.027037,100,0,0
285434,38.98865,-77.036659,200,0,0
63446,38.923636,-76.983609,200,0,0
310229,38.897244,-77.021991,200,0,0
294182,38.907238,-77.03653,200,0,0
308170,38.907242,-77.041197,200,0,0
302208,38.903742,-77.038749,85,0,0
280071,38.883432,-76.994974,200,0,0
249267,38.961786,-77.017605,100,0,0
286782,38.920152,-76.970154,200,0,0
226307,38.918601,-77.047889,200,0,0
287275,38.920013,-76.969009,200,0,0
286078,38.899918,-76.987136,100,0,0
53424,38.912575,-76.983441,200,0,0
261704,38.914657,-77.064465,100,0,0
287068,38.861068,-76.969456,200,0,0
297583,38.883602,-77.030449,200,0,0
907277,38.884104,-76.990245,100,0,0
58339,38.8933,-76.980763,200,0,0
82912,38.903638,-76.923761,200,1,0
303120,38.886926,-77.039488,200,0,0
902682,38.899411,-76.979296,100,0,0
901592,38.898867,-76.976259,87.5,0,0
900569,38.89543,-76.994961,100,0,0
242715,38.914024,-77.046576,200,1,0
234256,38.923583,-77.032589,100,0,0
238368,38.89656,-77.01478,200,0,0
291436,38.917549,-77.020094,200,0,0
305793,38.87411,-76.977322,200,0,0
900714,38.912614,-77.071067,100,0,0
906123,38.902482,-76.990242,100,0,0
55972,38.868983,-76.989204,200,0,0
259016,38.937427,-77.036101,88,0,0
306304,38.929301,-77.032984,200,0,0
33275,38.918313,-76.955954,200,0,0
259545,38.963985,-77.01188,200,0,0
313000,38.882629,-77.01842,200,0,0
225947,38.909524,-77.049739,200,0,0
242555,38.90706,-77.045365,200,0,0
225435,38.917002,-77.036925,100,0,0
278777,38.903311,-77.021432,88,0,0
299018,38.849313,-76.978514,200,0,0
285452,38.917735,-77.024402,85,0,0
68762,38.8786,-76.98788,85,0,0
48967,38.874461,-76.971676,100,0,0
300679,38.956287,-77.003652,100,0,0
279173,38.916779,-77.033724,200,0,0
294591,38.901074,-76.943253,200,0,0
224005,38.933077,-77.092686,200,0,0
807055,38.874336,-76.93317,100,0,0
150642,38.88963,-76.962168,200,0,0
288202,38.944894,-77.007517,100,0,0
62053,38.91005,-77.008904,200,0,0
279199,38.909783,-77.046829,200,0,0
900676,38.908876,-77.086312,100,0,0
228589,38.93503,-77.023804,200,0,0
253590,38.982821,-77.028026,200,0,0
233558,38.930738,-77.037214,100,0,0
285763,38.902089,-76.942921,200,0,0
286529,38.945698,-76.978518,88,0,0
294189,38.895274,-77.041733,200,0,0
68769,38.898505,-76.988123,200,0,0
241051,38.911376,-77.044089,200,0,0
284153,38.918126,-77.044996,200,0,0
79721,38.900148,-76.93935,200,0,0
804356,38.911126,-77.029187,100,0,0
279047,38.907729,-77.042333,200,0,0
51485,38.905433,-76.973196,200,0,0
297684,38.900857,-77.027743,200,0,0
313434,38.899812,-77.024248,200,0,0
79647,38.900685,-76.993756,200,0,0
146162,38.927176,-77.005897,100,0,0
240453,38.91518,-77.031952,200,0,0
312854,38.878418,-77.022982,200,0,0
242882,38.906663,-77.03718,200,0,0
55972,38.869192,-76.989099,200,0,0
23917,38.900722,-76.93958,100,0,0
155910,38.876458,-77.012176,200,0,0
76128,38.878662,-76.939492,200,0,0
316274,38.874768,-76.973588,200,0,0
803701,38.906846,-77.015169,100,0,0
316838,38.898323,-76.948711,200,0,0
294547,38.859264,-76.968204,200,0,0
258665,38.945062,-77.036426,200,0,1
303576,38.863787,-76.974587,200,0,0
310405,38.89208,-77.023962,200,0,1
39377,38.894011,-76.953751,200,0,0
18525,38.822302,-77.011005,200,0,0
254477,38.957353,-77.025588,200,0,0
54136,38.874165,-76.977603,200,0,0
235411,38.921927,-77.042734,200,0,0
264348,38.956424,-77.071784,200,0,0
309919,38.919295,-76.952864,200,0,0
249118,38.973609,-77.018146,200,0,1
284380,38.922523,-77.090097,200,0,0
288645,38.955037,-77.000113,200,0,0
288962,38.946051,-76.994097,200,0,0
305812,38.905465,-77.013755,200,0,0
294275,38.900101,-77.037953,200,0,0
294233,38.891769,-77.016339,200,0,0
278984,38.90694,-77.043446,200,0,0
294857,38.90732,-77.003273,200,0,0
218406,38.900129,-77.039448,200,0,0
78478,38.838766,-76.994112,200,0,0
317212,38.901337,-77.041114,200,1,0
243314,38.905074,-77.050703,200,0,0
273794,38.903428,-77.061716,200,0,0
238377,38.898454,-77.023291,100,0,0
255248,38.945061,-77.0317,200,0,0
53156,38.933052,-76.976225,200,0,1
36139,38.842179,-77.002839,200,0,0
274875,38.905286,-77.065395,200,0,0
19673,38.883234,-77.006597,200,0,0
303240,38.887433,-76.962025,200,0,0
5781,38.909904,-77.006974,200,0,0
291580,38.91908,-77.020944,200,0,0
285575,38.904059,-77.009068,200,0,0
311725,38.90506,-77.059462,200,0,0
32611,38.857992,-76.954142,200,0,0
117013,38.937217,-76.991971,200,0,0
255574,38.946976,-77.032726,200,0,0
237709,38.905646,-77.016183,200,0,1
232292,38.922614,-77.022298,200,0,0
913338,38.918367,-76.9547,100,0,0
223135,38.933487,-77.075558,200,0,0
76160,38.842657,-76.991877,200,0,0
253739,38.980605,-77.026498,200,0,0
290152,38.97027,-77.030795,200,0,0
298812,38.881294,-76.926557,200,0,0
291704,38.887655,-77.031954,200,0,0
242668,38.909612,-77.044907,200,0,0
308326,38.858712,-76.993261,200,0,0
242348,38.902523,-77.051414,200,0,0
234358,38.928189,-77.036478,200,0,0
237206,38.914024,-77.016638,200,0,0
16739,38.881864,-76.933291,200,0,0
53307,38.891643,-76.922923,200,0,0
145826,38.851199,-76.96282,200,0,1
284907,38.947053,-77.066021,200,0,0
218043,38.892085,-77.028473,200,0,0
253385,38.970664,-77.027255,200,0,0
15429,38.900204,-76.999469,200,0,0
301174,38.895859,-76.933196,200,0,0
12199,38.881943,-76.9913,200,0,0
62574,38.864876,-76.983481,200,0,0
241014,38.913089,-77.043447,200,0,0
309450,38.864274,-76.994071,200,0,0
240178,38.911716,-77.032601,200,0,0
294450,38.898752,-77.053399,200,0,0
302349,38.91695,-77.025343,200,0,0
312512,38.898319,-77.033306,200,1,0
286779,38.920856,-76.959543,200,0,0
26696,38.898032,-76.946466,200,0,0
81584,38.831533,-76.990017,200,0,0
302025,38.915635,-77.044529,200,0,0
55962,38.885785,-76.978574,200,0,0
243345,38.926781,-77.022712,200,0,0
62185,38.925709,-76.983223,200,0,0
284450,38.925346,-77.054594,200,0,1
227422,38.91579,-77.012076,200,0,0
238070,38.912606,-77.031953,200,0,0
54703,38.887328,-76.977256,200,0,0
237157,38.896274,-77.010748,200,0,0
79963,38.882723,-76.994514,200,0,2
255377,38.94471,-77.036428,200,0,0
238899,38.905474,-77.019098,200,0,0
150958,38.906539,-76.998048,200,0,0
313434,38.899812,-77.024298,200,0,0
27983,38.830336,-77.002285,200,0,0
311823,38.918487,-77.02307,200,0,0
276615,38.831404,-77.007731,200,0,0
235523,38.917821,-77.041648,200,0,0
12553,38.88416,-76.927273,100,0,0
294397,38.886102,-76.999347,200,0,0
310225,38.902066,-77.050499,200,0,0
74967,38.903728,-76.998418,200,0,0
226344,38.928544,-77.036425,200,0,0
311077,38.861596,-76.993931,200,0,0
301590,38.897022,-77.022354,200,0,0
243334,38.902037,-77.040045,100,0,0
256819,38.989253,-77.036341,200,0,0
299792,38.860591,-76.968746,200,0,0
69589,38.824585,-77.01111,200,0,0
279587,38.902413,-77.05222,200,0,0
312271,38.909743,-77.006525,200,0,0
901739,38.93138,-77.084624,100,0,0
309448,38.863068,-76.99954,200,0,0
304104,38.953995,-77.004539,200,0,0
241302,38.905365,-77.041916,200,0,0
44703,38.86699,-76.967778,200,0,0
219346,38.941845,-77.058633,200,0,0
45962,38.923732,-76.990021,200,0,0
55068,38.899329,-76.976497,200,0,0
76482,38.829203,-76.995429,200,0,0
17421,38.88281,-76.934072,200,0,0
218620,38.918357,-77.036523,200,0,0
279848,38.897325,-77.03171,200,0,0
310550,38.885296,-76.925353,200,0,0
302556,38.910869,-76.998293,200,0,0
149947,38.88273,-76.986486,200,0,0
242502,38.9024,-77.045057,200,0,0
299726,38.895241,-77.013555,200,0,0
243409,38.897344,-77.025984,200,0,0
46546,38.859056,-76.958915,200,0,0
229548,38.916336,-77.021841,200,0,1
238361,38.901751,-77.015136,200,0,0
42174,38.893577,-76.995796,200,0,0
30794,38.891781,-76.952,200,0,0
238134,38.914094,-77.031951,200,0,0
294282,38.90399,-77.027049,200,0,0
902394,38.884675,-76.996175,100,0,0
900915,38.926742,-77.029707,100,0,0
310429,38.901321,-77.039447,200,1,0
250081,38.951478,-77.022307,200,0,0
238417,38.898868,-77.021906,200,0,1
310086,38.895941,-76.951434,200,0,0
224694,38.917256,-77.069173,200,0,0
277868,38.887547,-77.005542,200,0,0
58022,38.87088,-76.985166,200,0,0
238818,38.909642,-77.019713,200,0,0
279985,38.90193,-77.043459,200,0,0
301529,38.951832,-77.066829,200,0,0
276659,38.821487,-77.001542,200,0,0
300436,38.901573,-77.038232,200,0,0
49011,38.845067,-76.970894,200,0,0
79557,38.896326,-76.994962,85,0,0
1367,38.925582,-76.996173,200,0,0
28762,38.889776,-76.948338,200,0,0
231968,38.923576,-77.029283,88,0,0
309917,38.91817,-76.95482,200,0,0
253716,38.982138,-77.026545,200,0,0
302192,38.882343,-77.02966,200,0,0
150435,38.852061,-76.984364,200,0,0
284380,38.922242,-77.089427,200,0,0
276741,38.882218,-77.022436,200,0,0
265981,38.961017,-77.084484,88,0,0
55416,38.917255,-76.976682,100,0,0
265480,38.932289,-77.085554,200,0,0
224793,38.931009,-77.083795,200,0,0
70903,38.906381,-76.978046,85,0,0
284629,38.933745,-77.057346,200,0,0
304721,38.902523,-77.031944,200,1,0
254296,38.962071,-77.027283,200,0,0
257044,38.985742,-77.036342,200,0,0
25556,38.833284,-76.989711,88,0,0
902188,38.906766,-77.067812,100,0,0
297743,38.904738,-77.040559,200,0,0
45427,38.872181,-76.968813,100,0,0
294305,38.937662,-77.085585,200,0,0
245920,38.955336,-77.009356,200,0,0
224659,38.913432,-77.087861,200,0,0
223060,38.940964,-77.059902,86.31999969,0,0
901715,38.91425,-76.989119,100,0,0
294866,38.862373,-76.995008,100,0,0
