MARID,LATITUDE,LONGITUDE,MAR_SCORE,TOTAL_BICYCLES,TOTAL_PEDESTRIANS
242837,38.901294,-77.046335,200,0,0
221542,38.932728,-77.072138,200,0,0
297698,38.89825,-77.018236,200,0,0
55571,38.903875,-76.977647,200,0,0
305773,38.906723,-77.013161,200,0,0
50565,38.865039,-76.990815,200,0,0
307133,38.900202,-77.043462,200,0,0
239351,38.905467,-77.025984,85,0,0
48744,38.862259,-76.981888,200,0,0
286067,38.924623,-76.985593,200,0,0
258996,38.937684,-77.033302,100,0,0
287762,38.869292,-76.960383,200,0,0
50359,38.919962,-76.970547,200,0,0
278070,38.850619,-76.974467,200,0,0
309377,38.919848,-77.000518,200,0,0
289235,38.89027,-76.937793,100,0,0
284907,38.947175,-77.065687,200,0,0
28523,38.883956,-76.991269,200,0,0
300677,38.917045,-77.041441,200,0,0
903210,38.961259,-77.02801,100,0,0
223240,38.926357,-77.052737,200,0,0
17421,38.882628,-76.934394,200,0,0
259016,38.937694,-77.036101,200,0,0
277969,38.847938,-76.978963,200,0,0
299498,38.875036,-77.018818,200,0,1
45427,38.872181,-76.968813,200,0,0
242349,38.901319,-77.050637,200,0,0
218408,38.89865,-77.039956,200,0,0
81068,38.877999,-76.940223,200,0,0
35243,38.844466,-76.983314,200,0,0
807654,38.873931,-76.955681,100,0,0
146755,38.850756,-76.97504,200,0,0
15371,38.953086,-76.986322,88,0,0
5821,38.824017,-76.999675,200,0,0
235120,38.917848,-77.044269,100,0,0
242000,38.911919,-77.036785,200,1,0
226376,38.918867,-77.045245,200,0,0
72353,38.88792,-76.994961,200,1,0
299,38.838417,-76.99614,100,0,0
68315,38.870253,-76.987535,200,0,0
309785,38.908923,-77.043379,200,0,0
295079,38.896207,-77.011463,200,0,0
243365,38.92714,-77.014263,200,0,1
279593,38.894786,-77.009635,200,0,0
232111,38.920499,-77.029677,200,0,0
57822,38.90532,-76.978989,200,0,0
226683,38.921003,-77.015177,200,0,0
242545,38.903743,-77.0449,200,0,0
255171,38.948468,-77.0323,200,0,0
300473,38.909817,-77.064775,200,0,0
301453,38.86533,-76.97061,200,0,0
291712,38.893497,-77.015227,200,0,0
226344,38.92837,-77.036478,100,0,0
296161,38.905645,-77.012171,200,0,0
303377,38.916982,-77.029621,200,0,0
242142,38.917003,-77.036492,200,0,0
240357,38.917235,-77.031951,200,1,0
808429,38.899903,-77.041702,100,0,0
74461,38.910475,-76.985773,200,0,0
311606,38.909642,-76.993006,200,0,0
150740,38.836344,-77.002408,200,0,0
300368,38.917239,-76.966575,200,0,0
218569,38.916378,-77.031911,200,0,0
151485,38.8933,-76.949721,100,0,0
34805,38.884273,-76.957037,200,0,0
274568,38.904969,-77.06867,200,0,0
55068,38.898882,-76.976338,200,0,0
218395,38.912231,-77.019879,200,0,0
306701,38.912457,-76.990865,200,0,0
260134,38.96864,-77.063877,200,0,0
287080,38.861367,-76.993626,100,0,0
903054,38.942552,-76.983332,100,0,0
149760,38.861764,-76.999,200,0,0
294547,38.858708,-76.968364,200,0,0
300556,38.902788,-76.990229,200,0,0
286276,38.888519,-76.983378,200,0,0
252840,38.949695,-77.028917,200,0,0
221724,38.93796,-77.070909,200,0,0
224691,38.916834,-77.098431,85.41000366,0,0
278056,38.865765,-76.989366,200,0,0
294813,38.928807,-77.032641,200,0,0
310095,38.901178,-77.043744,200,0,0
279081,38.89611,-77.031366,100,0,0
31948,38.935342,-76.969933,200,0,0
241000,38.915331,-77.044503,200,0,0
77615,38.899558,-77.000574,200,0,0
246482,38.961839,-77.019894,200,0,0
237337,38.911569,-77.016183,200,0,0
288764,38.920607,-76.998141,200,0,0
52199,38.89318,-76.952643,200,0,0
296161,38.905743,-77.012201,200,0,0
288132,38.901963,-76.942692,200,0,0
913005,38.927917,-77.017691,100,0,0
10434,38.901482,-76.923757,200,0,0
273885,38.903434,-77.053303,100,0,0
150798,38.848545,-77.002232,200,0,0
255872,38.955327,-77.035791,200,0,0
75865,38.903533,-76.98231,200,0,0
291547,38.912204,-77.075282,200,0,0
219370,38.942201,-77.054131,200,0,0
28540,38.894946,-76.993938,200,0,0
29514,38.893255,-76.949491,88,0,0
270853,38.921416,-77.081608,200,0,0
240266,38.903453,-77.032683,85.84999847,0,0
316274,38.875165,-76.974597,200,0,0
146583,38.833851,-76.99115,200,0,0
278742,38.828826,-76.9912,200,0,0
312301,38.914907,-76.984812,200,0,0
307260,38.878397,-76.931454,200,0,0
146255,38.921292,-76.978995,200,0,0
314865,38.881287,-77.007711,200,0,0
66306,38.92486,-76.986326,200,0,0
156249,38.884859,-77.016735,200,0,0
243333,38.911572,-77.046661,200,0,0
228232,38.922375,-77.012146,200,0,0
304513,38.855181,-76.957743,200,0,0
285972,38.909681,-76.983545,200,0,0
308317,38.886231,-77.024031,200,0,0
15577,38.889558,-76.936408,200,0,0
294565,38.883083,-76.957573,200,0,0
16521,38.889967,-76.932832,100,0,0
257839,38.959067,-77.029722,200,0,0
286163,38.899889,-76.984738,200,0,0
53087,38.842038,-77.005007,200,0,0
6845,38.95958,-77.006951,200,0,0
33472,38.89042,-76.953455,200,0,0
238362,38.901775,-77.013664,200,0,0
277959,38.846903,-76.980308,200,0,1
288964,38.905543,-76.995091,100,0,0
48967,38.874553,-76.971871,200,0,0
278895,38.905448,-77.036535,200,0,0
302953,38.916809,-77.028077,200,0,0
905405,38.864241,-76.970783,100,0,0
302955,38.906591,-77.038402,200,1,0
149629,38.827794,-77.007494,200,0,0
52319,38.897291,-76.975009,200,0,0
60663,38.913003,-77.004419,200,0,0
304443,38.888165,-77.015247,200,0,0
75378,38.903686,-76.994959,200,0,0
76477,38.899222,-76.994537,100,0,0
811020,38.897335,-77.000041,100,0,0
301977,38.904449,-77.028502,200,0,0
301328,38.886639,-77.000989,200,0,0
3035,38.883485,-76.997573,200,0,0
29211,38.832062,-77.008081,100,0,0
300918,38.901335,-77.039976,200,0,0
243485,38.963145,-77.027855,200,0,0
301158,38.86413,-76.955362,200,0,0
294322,38.895503,-77.032411,200,0,0
276724,38.882433,-77.022196,200,0,0
252840,38.949735,-77.028782,200,0,0
253541,38.978415,-77.026715,100,0,0
239977,38.916997,-77.032513,200,0,0
297789,38.954763,-77.008557,200,0,0
264349,38.956034,-77.070411,200,0,0
901540,38.9038,-77.053781,100,0,1
48967,38.874461,-76.971676,85,0,0
301929,38.906589,-77.070552,200,0,0
240253,38.905473,-77.032368,100,0,0
270964,38.908227,-77.082105,100,0,0
287751,38.869874,-76.960456,100,0,0
256328,38.961199,-77.036843,200,0,0
300575,38.910524,-76.985026,200,0,0
237165,38.900505,-77.009728,200,0,0
238399,38.914089,-77.021916,200,0,0
222976,38.944052,-77.077522,100,0,0
296206,38.87649,-76.990269,200,0,0
254288,38.962458,-77.026622,200,0,0
240488,38.915569,-77.031956,200,0,0
150069,38.820494,-77.010185,100,0,0
901674,38.885968,-77.031957,100,0,0
219364,38.940951,-77.056427,100,0,0
287175,38.917502,-76.970565,100,0,0
295408,38.825788,-77.003435,100,0,0
237210,38.913678,-77.01635,100,0,0
68805,38.897132,-76.988306,85,0,0
266055,38.953475,-77.082732,100,0,0
803019,38.899063,-77.028082,100,0,0
233327,38.929745,-77.044169,200,0,0
234029,38.935368,-77.037691,200,0,0
808896,38.955683,-77.029694,100,0,0
62215,38.896668,-76.983223,88,0,0
273700,38.914034,-77.066849,100,0,0
808728,38.897353,-77.045787,100,0,0
239576,38.914276,-77.023967,85,0,0
301198,38.901131,-76.945592,93.09999847,0,0
280106,38.882724,-76.995974,100,0,0
58560,38.909353,-76.986743,100,0,0
255317,38.939944,-77.032091,100,0,0
812403,38.895452,-76.992644,100,0,0
235622,38.921932,-77.041905,100,0,0
275589,38.902642,-77.051839,100,0,0
40772,38.920228,-77.001622,85,0,0
223601,38.939947,-77.027954,100,0,0
5826,38.88778,-76.998451,100,0,0
25779,38.899369,-76.942408,200,0,0
223161,38.930372,-77.057444,100,0,0
217995,38.901023,-77.032582,100,0,0
223248,38.930622,-77.07285,100,0,0
242333,38.902409,-77.034934,85,0,0
222230,38.941882,-77.076323,100,0,0
288044,38.894452,-76.948884,100,0,0
218283,38.908287,-77.03353,100,0,0
239170,38.917311,-77.026216,88,0,0
902000,38.926943,-77.070885,87.5,0,0
50633,38.862338,-76.959447,88,0,0
61897,38.892007,-76.983045,200,0,0
259018,38.938492,-77.033457,100,0,0
905092,38.925636,-77.03797,87.5,0,0
304809,38.918984,-76.971828,200,0,0
26757,38.895095,-76.999104,100,0,0
245616,38.961062,-77.00933,100,0,0
242481,38.902922,-77.047831,100,0,0
288132,38.902168,-76.94182,100,0,0
79579,38.827449,-76.99528,100,0,0
241302,38.905231,-77.042557,100,0,0
279010,38.900216,-77.029634,200,0,1
809223,38.923365,-77.048849,100,0,0
288414,38.919892,-76.99952,85,0,0
286020,38.867274,-76.987028,100,0,0
278018,38.848992,-77.005696,200,0,0
288064,38.920224,-77.000571,85,0,0
288957,38.900431,-76.990241,100,0,0
304152,38.86627,-76.950491,200,0,0
233926,38.933454,-77.044187,100,0,0
253567,38.982674,-77.027873,100,0,0
31063,38.935788,-76.991115,100,0,0
80191,38.900571,-76.977275,100,0,0
239125,38.901596,-77.027037,100,0,0
904489,38.920763,-77.027036,100,0,0
60537,38.911027,-76.932933,100,0,0
294843,38.960783,-77.085733,200,0,0
264444,38.949688,-77.08083,100,0,0
46037,38.859019,-76.995352,88,0,0
811088,38.884038,-77.021907,100,0,0
74597,38.904338,-76.92436,100,0,0
284399,38.922537,-77.042649,100,0,0
243287,38.907593,-77.043976,100,0,0
288064,38.920224,-77.000571,100,0,0
812493,38.894878,-77.027575,100,0,0
28097,38.938856,-76.989965,88,0,0
235451,38.919658,-77.042882,100,0,0
802831,38.9366,-76.993444,100,0,0
8071,38.886293,-76.921057,100,0,0
219894,38.928959,-77.055828,100,0,0
800532,38.900531,-76.985502,100,0,0
812079,38.845077,-76.986789,100,0,0
801141,38.883819,-76.994072,100,0,0
11259,38.894937,-76.998448,100,0,0
149835,38.867318,-76.988129,200,0,0
222413,38.947474,-77.074861,85,0,0
284013,38.923023,-77.032073,100,0,0
241787,38.904817,-77.040634,100,0,0
807830,38.961115,-76.998685,100,0,0
802186,38.926777,-76.966855,100,0,0
242552,38.902068,-77.044224,100,0,0
307329,38.897284,-77.06397,86.63999939,0,0
241642,38.912139,-77.041102,100,0,0
51738,38.85078,-76.974951,88,0,0
37049,38.843052,-77.001995,100,0,0
904041,38.936825,-77.059243,87.5,0,0
310387,38.937936,-77.085883,100,0,0
286577,38.917381,-76.999528,100,0,0
234637,38.934436,-77.03544,200,0,0
311761,38.904153,-76.993483,200,0,0
223078,38.930883,-77.058124,93.66999817,0,0
66399,38.925675,-76.986288,200,0,0
149332,38.918412,-76.962103,200,0,0
293195,38.90521,-77.014683,200,0,0
22624,38.872872,-76.935043,200,0,0
309461,38.882567,-77.017558,200,0,0
248668,38.9553,-77.018882,200,0,0
251719,38.952495,-77.026735,200,0,0
901723,38.843688,-76.994226,100,0,0
254535,38.956426,-77.027041,200,0,0
227654,38.917143,-77.011964,200,0,0
263862,38.96506,-77.07596,200,0,0
805937,38.938305,-76.981209,86.38999939,0,0
279642,38.894314,-77.016542,200,0,0
243326,38.913931,-77.045134,200,0,0
234809,38.936615,-77.033298,100,0,0
48967,38.874553,-76.971871,200,0,0
298101,38.954069,-77.008438,86.13999939,0,0
901922,38.943229,-76.973713,100,0,0
285575,38.903787,-77.009575,100,0,0
286919,38.875695,-76.971213,200,0,0
28170,38.919755,-77.000569,200,0,0
802654,38.926429,-76.963629,100,0,0
306115,38.898453,-77.022657,100,0,0
252854,38.949928,-77.029435,200,0,0
47856,38.851586,-76.971925,200,0,0
47864,38.845667,-76.970293,200,0,0
904141,38.928823,-77.026232,100,0,0
298359,38.875376,-77.018058,200,0,0
74597,38.904338,-76.92436,200,0,0
279642,38.894314,-77.016542,200,0,0
297578,38.917,-77.030661,100,0,0
278915,38.910842,-77.009662,100,0,0
307106,38.911313,-77.032214,200,0,0
905148,38.956477,-77.091247,100,0,0
240240,38.907823,-77.03394,100,0,0
249253,38.961316,-77.016454,100,0,0
28396,38.831206,-77.005885,200,0,0
900957,38.884184,-76.994966,100,0,0
287346,38.908892,-77.003827,200,0,0
234695,38.935826,-77.035932,100,0,0
307264,38.921023,-76.98972,200,0,0
804295,38.930519,-76.958059,100,0,0
48967,38.874461,-76.971676,85,0,0
905445,38.828344,-77.017307,100,0,0
240649,38.900993,-77.030348,200,0,0
296161,38.905645,-77.012171,200,0,0
239368,38.899341,-77.026488,200,0,0
253965,38.970057,-77.025308,200,0,0
256158,38.963456,-77.035452,100,0,0
241075,38.90404,-77.043918,200,0,0
901469,38.914784,-77.018414,100,0,0
279643,38.899642,-77.015666,200,0,0
295149,38.894823,-77.041409,200,0,0
304768,38.902108,-77.00638,200,0,0
230718,38.932456,-77.030276,100,0,0
305812,38.905465,-77.013755,200,0,0
271410,38.910922,-77.084371,200,0,0
219893,38.929997,-77.055274,100,0,0
255854,38.954406,-77.036043,200,0,0
15628,38.882693,-76.988134,200,0,0
57998,38.88759,-76.980763,200,0,0
302058,38.858554,-77.004021,200,0,0
301853,38.883971,-77.026829,98.80999756,0,0
55096,38.898759,-76.97684,200,0,0
145895,38.876462,-77.018011,88,0,0
900098,38.927534,-77.02045,100,0,0
60535,38.883014,-76.982219,100,0,0
276659,38.821284,-77.001314,200,0,0
299895,38.909521,-77.055535,85,0,0
26537,38.866031,-76.944267,200,0,0
47157,38.902514,-77.002037,200,0,0
238865,38.908487,-77.019478,200,0,0
58974,38.881241,-76.981062,200,0,0
279970,38.900516,-77.048773,200,0,1
279605,38.900543,-77.056081,200,0,0
278712,38.830902,-76.992531,200,0,0
15242,38.889699,-76.999446,200,0,0
241742,38.907696,-77.038796,200,0,0
307772,38.890582,-76.973836,200,0,0
294359,38.91923,-77.036518,200,0,0
243526,38.949916,-77.014119,200,1,0
46428,38.922897,-76.972232,200,0,0
301971,38.905647,-77.026993,200,0,0
229896,38.91537,-77.019618,200,0,0
302955,38.906262,-77.03855,200,0,0
226081,38.902971,-77.050202,200,0,0
150759,38.835687,-77.007744,200,0,0
293216,38.89813,-77.044721,200,0,0
273855,38.904751,-77.060127,200,0,0
223153,38.946358,-77.065191,200,0,0
276666,38.88557,-77.018672,200,0,0
225933,38.910278,-77.045433,200,0,0
814487,38.926806,-77.026493,100,0,0
279586,38.894033,-77.013781,200,0,0
218329,38.900436,-77.035996,200,0,0
148154,38.862958,-76.981064,200,0,0
149286,38.922984,-76.985345,200,0,0
10037,38.885834,-76.924927,200,0,0
223153,38.946507,-77.064873,200,0,0
60538,38.896825,-76.982098,200,0,0
309458,38.878979,-77.034875,200,0,0
68830,38.874456,-77.008963,200,0,0
74140,38.939613,-76.990236,200,0,0
69065,38.903857,-76.986332,200,0,0
242764,38.916688,-77.026302,200,0,0
287346,38.908998,-77.004497,200,0,0
297511,38.845791,-77.008147,200,0,0
45939,38.859884,-76.964735,200,0,0
279263,38.906701,-77.038269,200,0,0
237128,38.906396,-77.009434,200,0,0
293222,38.889791,-76.971895,100,0,0
905854,38.894483,-76.927042,100,0,0
296206,38.876132,-76.989348,200,0,0
277962,38.876446,-77.00803,200,0,0
52439,38.865672,-76.989408,200,0,0
73705,38.867321,-76.988144,200,0,0
232952,38.930167,-77.023857,200,0,0
149654,38.883342,-76.939208,200,0,0
294237,38.894532,-77.015182,200,0,0
279392,38.907088,-77.042679,200,0,0
294182,38.907238,-77.03653,96,0,0
901042,38.947895,-77.065678,87.5,0,0
145731,38.882096,-76.945617,100,0,0
49779,38.885493,-76.928487,100,0,0
300014,38.905465,-77.063014,100,0,0
62609,38.909703,-76.936065,100,0,0
151172,38.901495,-76.974176,100,0,0
223265,38.950175,-77.067757,100,0,0
284269,38.919123,-77.021899,85,0,0
276385,38.879025,-77.00973,200,0,0
900822,38.899393,-77.031952,87.5,0,0
811289,38.874414,-76.974026,100,0,0
298116,38.887315,-76.916505,100,0,0
278628,38.863911,-76.997157,200,0,0
28385,38.864294,-76.947375,100,0,0
900064,38.918932,-76.955953,87.5,0,0
805558,38.909647,-77.052071,100,0,0
288239,38.945829,-77.007051,88,0,0
259016,38.937427,-77.036101,88,0,0
810654,38.881996,-76.994977,100,0,0
243211,38.914091,-77.048886,92.70999908,0,0
150567,38.845892,-77.004376,200,0,0
234492,38.932105,-77.033414,100,0,0
299676,38.843956,-76.978909,100,0,0
808746,38.898486,-77.052608,100,0,0
288112,38.907318,-76.999742,100,0,0
81670,38.922491,-76.993848,100,0,0
237210,38.913678,-77.01635,100,0,0
274045,38.899576,-77.052478,100,0,0
238368,38.896578,-77.014415,100,0,0
315052,38.896325,-77.039479,200,0,0
239926,38.919486,-77.032585,100,0,0
290134,38.921153,-77.089974,100,0,0
40676,38.929252,-76.98841,100,0,0
273857,38.905065,-77.059162,100,0,0
40850,38.893773,-76.976448,200,0,0
256481,38.987831,-77.036331,88,0,0
295032,38.920941,-77.071939,85.83999634,0,0
287105,38.897694,-76.969492,200,0,0
301040,38.927253,-77.036758,200,1,0
278914,38.904507,-77.032626,100,0,0
309446,38.823596,-77.016342,200,0,0
903059,38.903056,-76.985405,100,0,0
906949,38.862369,-76.997739,100,0,0
311694,38.89982,-77.025993,200,0,0
294856,38.898616,-76.946574,100,0,0
238009,38.897815,-77.009012,200,0,0
812952,38.925622,-77.032328,100,0,0
46161,38.932231,-76.970128,200,0,0
255849,38.954069,-77.035441,100,0,0
902268,38.880139,-76.985073,100,0,0
243319,38.902865,-77.047238,200,0,0
239835,38.915756,-77.022944,100,0,0
226184,38.910443,-77.036527,200,0,1
35280,38.857011,-76.955897,100,0,0
813606,38.899815,-77.022431,100,0,0
22517,38.900543,-76.93916,200,0,0
285822,38.876872,-77.004305,100,0,0
903210,38.961259,-77.02801,100,0,0
5793,38.897542,-76.985503,100,0,0
286125,38.924477,-76.985255,200,0,0
147593,38.887856,-76.936062,200,0,0
309071,38.89112,-76.919045,100,0,0
904953,38.9002,-77.012913,100,0,0
74268,38.917781,-77.00623,100,0,0
5037,38.91734,-77.006759,200,0,0
40064,38.930663,-76.971036,200,0,0
295418,38.824839,-77.001623,200,0,0
262481,38.961012,-77.066183,200,0,0
305751,38.902515,-77.005887,200,0,0
42508,38.919601,-77.001815,200,0,0
301066,38.892075,-77.031982,200,0,0
904094,38.950802,-77.027284,100,0,0
234440,38.931387,-77.035758,100,0,0
815142,38.908233,-77.048798,100,0,0
279732,38.904785,-77.016449,200,0,0
62574,38.864876,-76.983481,200,0,0
63330,38.883957,-76.984064,200,0,1
278282,38.859122,-76.966828,100,0,0
289720,38.887092,-76.983752,200,0,0
905694,38.94791,-77.079674,100,0,0
904904,38.831206,-77.005885,100,0,0
901343,38.896377,-76.992646,100,0,0
908354,38.926273,-77.036489,100,0,0
76100,38.876752,-77.00534,200,0,0
904617,38.928488,-76.956872,100,0,0
284045,38.925239,-77.035095,200,0,0
907969,38.900131,-76.983442,100,0,0
238468,38.913926,-77.020374,200,0,0
50769,38.930413,-76.974175,100,0,0
290447,38.873252,-77.011541,100,0,0
242366,38.903226,-77.049479,100,0,0
903726,38.884845,-77.019913,100,0,0
284366,38.920695,-77.041481,100,0,0
902446,38.897694,-76.969492,100,0,0
811045,38.912609,-77.030788,100,0,0
238950,38.897837,-77.019472,200,0,0
303938,38.918452,-77.009307,100,0,0
907373,38.915775,-76.973731,100,0,0
904968,38.938684,-77.02469,100,0,1
286775,38.86432,-76.973594,100,0,0
80675,38.843811,-76.993504,200,0,0
310217,38.903929,-77.051648,200,0,0
305388,38.91583,-77.032519,200,0,0
312234,38.899189,-77.013969,200,0,0
300968,38.954247,-77.027919,200,0,0
257755,38.962536,-77.031793,200,0,0
50762,38.864752,-76.989585,200,0,0
147353,38.826713,-77.000047,200,0,0
903596,38.90134,-77.039447,100,0,0
901330,38.895634,-76.957504,100,0,0
251671,38.97431,-77.017539,200,0,0
289784,38.896669,-76.928898,93.09999847,0,0
902402,38.881765,-76.939269,100,0,0
294272,38.89389,-77.021911,200,1,0
300968,38.954098,-77.027736,200,1,0
279626,38.904593,-77.056937,100,0,0
308556,38.923265,-77.050828,200,0,0
301615,38.902531,-77.056106,200,0,0
900593,38.905753,-77.013648,100,0,0
295408,38.825869,-77.002751,200,0,0
240644,38.90317,-77.031587,100,0,0
251348,38.969039,-77.022217,100,0,0
912729,38.902642,-77.058047,100,0,0
279152,38.906512,-77.033169,200,0,0
239135,38.896691,-77.027556,200,0,0
289021,38.901309,-76.982113,200,0,0
903954,38.944191,-77.019306,100,0,0
294965,38.903026,-77.043075,200,0,0
148438,38.879284,-76.995196,100,0,0
235819,38.921538,-77.038258,200,0,0
284393,38.922256,-77.017985,200,0,0
900530,38.927227,-77.022964,100,0,0
266513,38.944409,-77.0948,200,0,0
906085,38.894737,-77.027054,100,0,1
255228,38.945662,-77.031464,100,0,0
15634,38.895591,-76.939477,200,0,0
294192,38.905664,-77.041125,200,0,0
265883,38.956366,-77.083862,200,0,0
239130,38.899369,-77.02807,200,0,0
245333,38.969823,-77.009277,200,0,0
226629,38.908815,-77.045375,88,0,0
155927,38.892317,-76.929231,85,0,0
303766,38.887671,-76.919223,100,0,0
277165,38.923417,-77.053728,100,0,0
264084,38.961018,-77.073309,200,0,1
253716,38.982233,-77.025878,100,0,0
239814,38.900867,-77.025479,100,0,0
294815,38.928781,-77.033043,100,0,0
230969,38.932538,-77.027717,88,0,0
